link_height,news_about,news_add
NULL,"<p>\r\n\t\xa0</p>\r\n<p>\r\n\t\xa0</p>\r\n<p>\r\n\t\xa0</p>\r\n<p>\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt="" 59年4月南沙指揮官普欲華上校(左)與曲宗瑁少校於太平島南沙氣象臺前留影"" src=""/mno/upload/images/59年4月南沙指揮官普欲華上校-左-與曲宗瑁少校於太平島南沙氣象臺前留影.jpg"" style=""width: 600px; height: 434px;"" /><br />\r\n\t\xa059年4月南沙指揮官普欲華上校(左)與曲宗瑁少校於太平島南沙氣象臺前留影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""59年11月曲宗瑁少校(左)與駱偉雄醫官攝於太平島威遠樓前"" src=""/mno/upload/images/59年11月曲宗瑁少校-左-與駱偉雄醫官攝於太平島威遠樓前.jpg"" style=""width: 600px; height: 791px;"" /><br />\r\n\t59年11月曲宗瑁少校(左)與駱偉雄醫官攝於太平島威遠樓前\xa0</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""59年11月南沙指揮官普欲華上校(中排左)與曲宗瑁少校(前排右)等人合影於太平島附近海域"" src=""/mno/upload/images/59年11月南沙指揮官普欲華上校-中排左與曲宗瑁少校-前排右等人合影於太平島附近海域.jpg"" style=""width: 600px; height: 377px;"" /><br />\r\n\t59年11月南沙指揮官普欲華上校(中排左)與曲宗瑁少校(前排右)等人合影於太平島附近海域</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""60年5月曲宗瑁少校(中)於南沙群島太平島碑前留影"" src=""/mno/upload/images/60年5月曲宗瑁少校-中-於南沙群島太平島碑前留影.jpg"" style=""width: 600px; height: 838px;"" /><br />\r\n\t60年5月曲宗瑁少校(中)於南沙群島太平島碑前留影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""60年5月曲宗瑁少校攝於南沙太平島港岸處,遠處海面上為海軍運補艦"" src=""/mno/upload/images/60年5月曲宗瑁少校攝於南沙太平島港岸處,遠處海面上為海軍運補艦.jpg"" style=""width: 600px; height: 937px;"" /><br />\r\n\t60年5月曲宗瑁少校攝於南沙太平島港岸處,遠處海面上為海軍運補艦</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""60年任職海軍氣象中心少校預報長"" src=""/mno/upload/images/60年任職海軍氣象中心少校預報長.jpg"" style=""width: 600px; height: 885px;"" /><br />\r\n\t60年任職海軍氣象中心少校預報長</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""65年任職海軍氣象中心中校預報科科長"" src=""/mno/upload/images/65年任職海軍氣象中心中校預報科科長.jpg"" style=""width: 600px; height: 426px;"" /><br />\r\n\t65年任職海軍氣象中心中校預報科科長</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""101-05-03曲伯伯與蒞局採訪貴賓解說局史館文物史蹟"" src=""/mno/upload/images/101-05-03曲伯伯與蒞局採訪貴賓解說局史館文物史蹟.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t101-05-03曲伯伯與蒞局採訪貴賓解說局史館文物史蹟</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""105-03-18東沙氣象臺90週年慶祝大會-曲伯伯與局長崔上校及歷任氣象中心主任合影"" src=""/mno/upload/images/105_03_18東沙氣象臺90週年慶祝大會-曲伯伯與局長崔上校及歷任氣象中心主任合影.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t105-03-18東沙氣象臺90週年慶祝大會-曲伯伯與局長崔上校及歷任氣象中心主任合影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""105-03-15政戰官謝少校參加文藝金像獎以曲伯伯及崔局長為主角-主題-榮耀傳承水彩畫作"" src=""/mno/upload/images/105-03-15政戰官謝少校參加文藝金像獎以曲伯伯及崔局長為主角-主題-榮耀傳承水彩畫作.JPG"" style=""width: 600px; height: 825px;"" /><br />\r\n\t105-03-15政戰官謝少校參加文藝金像獎以曲伯伯及崔局長為主角-主題-榮耀傳承水彩畫作</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""105-07-25曲伯伯於局史館南疆鎖鑰前留影"" src=""/mno/upload/images/105-07-25曲伯伯於局史館南疆鎖鑰前留影.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t105-07-25曲伯伯於局史館南疆鎖鑰前留影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""105-08-08精神戰力週-冠軍爸爸慶祝活動-局長崔上校致贈冠軍爸爸迷你錦旗"" src=""/mno/upload/images/105-08-08精神戰力週-冠軍爸爸慶祝活動-局長崔上校致贈冠軍爸爸迷你錦旗.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t105-08-08精神戰力週-冠軍爸爸慶祝活動-局長崔上校致贈冠軍爸爸迷你錦旗</span><br />\r\n\t\xa0</p>\r\n<div>\r\n\t<span style=""font-size:18px;"">「究天人之際，通古今之變」是史記作家司馬遷為「歷史」所下的註解，歷史不僅記述著過往的重大事蹟與時光軌跡，更讓人們能鑒古知今、尋根探源，同時繼往開來，特別是充滿溫度與暖度的「活歷史」更如國之寶藏，彌足珍貴，令人加倍呵護與珍惜。</span><br />\r\n\t\xa0</div>\r\n<div>\r\n\t<span style=""font-size:18px;"">初次見到曲伯伯時，從他濃厚的山東口音裡，依稀聽見了已先行爺爺的親切感，原認為他只是位和藹可親、平易近人的長者，但在熱心的聘雇大姐們介紹下，有眼不識泰山的我才知道曲伯伯是位將畢生青春歲月奉獻國家的軍人典範，更幾乎是與中華民國海軍同時誕生的「活歷史」，不禁令人肅然起敬。</span><br />\r\n\t\xa0</div>\r\n<div>\r\n\t<span style=""font-size:18px;"">曲宗瑁先生，生於民國16年4月6日，山東省牟平縣人，時值國家正逢北伐、抗戰，烽火連天、戰雲密布、風雨飄搖之亂世，因此，自幼即隨家人過著輾轉顛沛、流離遷徙的大時代生活，21歲時深感國家正處危如累卵動盪之際，毅然投身軍旅，自海軍青島造船所藝徒訓練班畢業後，分發至海軍青島第一號浮船塢，任職輪機一兵，從此展開了長達37年餘的軍旅生涯。民國38年追隨國民政府遷臺，曾先後服役於通信兵大隊第三中隊、渠江軍艦、賀蘭軍艦、兩棲登陸指揮旗艦，服役期間因獲上級肯定，於民國46年受命遠赴美國海軍聖地牙哥訓練基地接受砲儀訓練，返國後獲派當時萬中翹楚的海軍艦隊訓練司令部岸訓中心砲儀上士，民國49年1月1日因表現優異，榮升少尉電工官乙職，值得一提的是，積極進取的他更在同年考取海軍官校專修班第1期，並於2年後以第一名之姿光榮畢業。</span><br />\r\n\t\xa0</div>\r\n<div>\r\n\t<span style=""font-size:18px;"">曲伯伯軍旅印象最深刻的回憶，莫過於民國59年任職前南沙機動氣象臺（今海軍南沙氣象臺）臺長時的艱忍歲月，由於太平島與臺灣相距甚遙、補給不易，且是時政府財政短絀，加之南沙群島屬亞熱帶氣候，長年高溫溼熱，易造成食物腐敗，因此氣象臺草創初期，許多日常所需都必須自食其力，但在那刻苦拮据的環境裡，每位官兵雖過著「赤身孤舟」、「風餐露宿」、「鼠患蜂螫」的克難生活，卻依舊抱持著「與陣地共存亡」的堅毅決心為國家犧牲奉獻，充分展現出「國家、責任、榮譽」的軍人武德，捍衛國家主權與領土，不容異己侵犯。</span><br />\r\n\t\xa0</div>\r\n<div>\r\n\t<span style=""font-size:18px;"">曲伯伯於民國72年1月1日服務海軍氣象中心預報科時正式卸下軍戎，官拜中校科長。退役後，於同年2月轉任聘雇人員繼續服務於海軍氣象中心，直至民國81年退休，現仍賡續於海軍大氣海洋局擔任史政編撰義工，並協助後輩解決各項氣象專業窒礙疑難、精進渠等專業技能。現居祥和山莊的他雖終身未婚，但與部隊結褵數十載均不畏風雨寒暑、全年無休地駕著輕騎鐵馬準時到部，可謂身體力行「以部隊為家」的真正國軍楷模！因緣際會下，他更獻聲「左營軍區故事館」，使人們在收視「左營軍區的一天」動畫同時，彷彿真正「聲歷其境」！</span><br />\r\n\t\xa0</div>\r\n<div>\r\n\t<span style=""font-size:18px;"">曲伯伯曾感性地說：「『一日大海人，終身大海人』，海軍，就是我第二個家，回顧我的人生，從早年的居無定所、四海為家，甚至遠渡南疆鎖鑰鎮守太平，後期有幸參與海軍氣象中心的創建與革新，每段歷練與過程，都使我此生閱歷與視野精采而豐富，同時更讓我真正體會『風雲審天機，蒼海探奧義』的宗旨，而在褪下軍裝後，能持續將所學回報國家，並傳承後進延續榮耀，此生幸也!足矣!」</span><br />\r\n\t<br />\r\n\t\xa0</div>\r\n<div>\r\n\t<span style=""font-size:18px;"">筆者：政戰官謝定緯少校</span></div>\r\n<p>\r\n\t\xa0</p>\r\n<p>\r\n\t\xa0</p>\r\n<p>\r\n\t\xa0</p>\r\n",2017-04-13 17:40:43
NULL,"<p style=""text-align: center;"">\r\n\t<img alt=""左:氣象中士陳昭翰; 右:主計科中校科長邱芳盛"" src=""/mno/upload/images/DSCN6363.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t<span style=""font-size:18px;"">圖1說明: 左:氣象中士陳昭翰;右:主計科中校科長邱芳盛</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size: 12px;""><img alt=""行政上兵蔡祖璿"" src=""/mno/upload/images/DSCN6339.JPG"" style=""width: 600px; height: 800px;"" /></span><br />\r\n\t<span style=""font-size:18px;"">圖2說明:行政上兵蔡祖璿</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size: 12px;""><img alt=""氣象士官長謝其倫"" src=""/mno/upload/images/DSCN6346.JPG"" style=""width: 600px; height: 800px;"" /></span><br />\r\n\t<span style=""font-size:18px;"">圖3說明:氣象士官長謝其倫</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""測量士官長邱隆准"" src=""/mno/upload/images/DSCN6329.JPG"" style=""width: 600px; height: 450px;"" /></span><br />\r\n\t<span style=""font-size:18px;"">圖4說明:測量士官長邱隆准</span><br />\r\n\t\xa0</p>\r\n<div>\r\n\t\xa0</div>\r\n<p>\r\n\t<span style=""font-size:18px;"">為響應捐血救人義舉，救助病(傷)換生命，捐血一袋救人一命，日前本局舉行捐血救人活動，邀請高雄捐血中心蒞局實施106年上半年度捐血，計募得血液34袋(每袋250cc)。</span></p>\r\n",2017-04-14 17:38:36
NULL,"<p>\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt="" 政戰處長課前致詞"" src=""/mno/upload/images/DSCN6374.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t圖1說明: 政戰處長課前致詞</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""張醫官講課實況"" src=""/mno/upload/images/DSCN6393.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t圖2說明:張醫官講課實況</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""張醫官課前對本局同仁心肺復甦術科講解"" src=""/mno/upload/images/DSCN6423.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t圖3說明:張醫官課前對本局同仁心肺復甦術科講解</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""本局同仁課後心肺復甦術科測驗"" src=""/mno/upload/images/DSCN6451.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t圖4說明:本局同仁課後心肺復甦術科測驗</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""術科測驗教學"" src=""/mno/upload/images/DSCN6469.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t圖5說明:本局同仁課後心肺復甦術科測驗</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""術科測驗實作"" src=""/mno/upload/images/DSCN6470.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t圖6說明:本局同仁課後心肺復甦術科測驗</span></p>\r\n<p>\r\n\t<span style=""font-size:18px;"">日前本局邀請陸戰隊學校醫官張中尉蒞局實施「中暑防治暨菸檳防治及預防保健」課程演講，本次課程期能使本局同仁熟悉中暑處置標準作業程序、心肺復甦術CPR教學測驗、菸檳對身體影響的危害、登革熱防治及預防食物中毒的預防。</span></p>\r\n",2017-04-14 17:45:01
NULL,"<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""本局95周年局慶慶祝大會大合影"" src=""/mno/upload/images/1492765101280.jpg"" style=""width: 600px; height: 318px;"" /><br />\r\n\t<span style=""color: rgb(29, 33, 41); font-family: Helvetica, Arial, sans-serif;"">本局95周年局慶慶祝大會大合影</span></span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長崔上校與貴賓們於貴賓室合影"" src=""/mno/upload/images/IMG_0331 (2).jpg"" style=""width: 600px; height: 400px;"" /><br />\r\n\t<span style=""color: rgb(29, 33, 41); font-family: Helvetica, Arial, sans-serif;"">局長崔上校與貴賓們於貴賓室合影</span></span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><span style=""color: rgb(29, 33, 41); font-family: Helvetica, Arial, sans-serif;""><img alt=""局長崔上校與貴賓一同切大氣海洋局生日蛋糕"" src=""/mno/upload/images/IMG_0401 (2).jpg"" style=""width: 600px; height: 400px;"" /></span><br />\r\n\t<span style=""color: rgb(29, 33, 41); font-family: Helvetica, Arial, sans-serif;"">局長崔上校與貴賓一同切大氣海洋局生日蛋糕</span></span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><span style=""color: rgb(29, 33, 41); font-family: Helvetica, Arial, sans-serif;""><img alt=""局長崔上校率本局重要幹部及科長們向貴賓敬酒"" src=""/mno/upload/images/IMG_0450 (2).jpg"" style=""width: 600px; height: 400px;"" /></span><br />\r\n\t<span style=""color: rgb(29, 33, 41); font-family: Helvetica, Arial, sans-serif;"">局長崔上校率本局重要幹部及科長們向貴賓敬酒</span></span><br />\r\n\t\xa0</p>\r\n<div>\r\n\t<span style=""font-size:18px;"">為感懷前輩夙夜匪懈、創業維艱的奮鬥歷程，本局今日假青天營區舉辦『建局９５周年』慶祝大會，由局長崔上校主持，會中邀請交通部中央氣象局呂副主任、內政部地政司王司長、國土測繪中心劉主任、農林航空測量所管所長、國防大學理工學院院長荊將軍、軍備局四０一廠廠長黃上校、空軍氣象聯隊張副聯隊長、中華民國地圖學會高理事長等貴賓及歷任局長、氣象中心主任、退役官兵共襄盛舉，場面盛大隆重。</span></div>\r\n",2017-04-21 17:26:03
480,"<p>\r\n\t<span style=""font-size:18px;"">海軍大氣海洋局 建局95週年慶祝紀念影片<br />\r\n\t<a href=""https://www.youtube.com/watch?v=ayuO2MEK3ag"">95周年局慶慶祝大會</a></span></p>\r\n",2017-04-21 21:55:08
NULL,"<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""馬武成老師與局長崔上校、上課同仁合影"" src=""/mno/upload/images/1(2).jpg"" style=""width: 600px; height: 370px;"" /><br />\r\n\t馬武成老師與局長崔上校、上課同仁合影</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""上課實況(1)"" src=""/mno/upload/images/4(1).jpg"" style=""width: 600px; height: 398px;"" /><br />\r\n\t上課實況(1)</span></p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""上課實況(2)"" src=""/mno/upload/images/7(1).jpg"" style=""width: 600px; height: 416px;"" /><br />\r\n\t上課實況(1)</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""上課實況(3)"" src=""/mno/upload/images/IMG_6840.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t上課實況(3)</span><br />\r\n\t\xa0</p>\r\n<p>\r\n\t<span style=""font-size:18px;"">日前(106.04.13)國立台灣大學大氣科學系馬武成老師蒞局實施海洋氣象預報經驗交流，課程由局長崔怡楓上校主持，數值預報科科長林彥岑中校及預報工作線上同仁參與。過程中，馬武成老師以過去在海軍預報工作及退伍後從事防災的豐富經驗進行分享，課間討論熱烈。本局近年預報工作除更新高速運算效能外，並透過與各領域專家交流，銳意精進支援海軍作戰的預報作業。</span></p>\r\n<p>\r\n\t\xa0</p>\r\n",2017-04-27 15:27:18
NULL,"<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""默契大考驗"" src=""/mno/upload/images/DSCN7584.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t默契大考驗</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""孝悌奉茶"" src=""/mno/upload/images/DSCN7596.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t孝悌奉茶</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""反哺親恩"" src=""/mno/upload/images/DSCN7602.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t反哺親恩</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""花朵獻心"" src=""/mno/upload/images/DSCN7604.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t花朵獻心</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""參加人員合影"" src=""/mno/upload/images/IMG_7434.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t參加人員合影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""官兵母親合影"" src=""/mno/upload/images/DSCN7657.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t官兵母親合影</span><br />\r\n\t\xa0</p>\r\n<div>\r\n\t<span style=""font-size:18px;"">本局氣象測量勤務隊4月28日舉辦官兵家屬懇親活動，由隊長洪少校主持，官兵暨家屬計四十餘人參加。</span></div>\r\n<div>\r\n\t<span style=""font-size:18px;"">活動開始首先是邀請官兵的好友來參加默契大考驗，考驗好友對官兵的了解程度，過程緊張刺激；再來孝親活動是邀請官兵母親一同參加，計有孝悌奉茶、反哺親恩以及最重要的花朵獻心，官兵手持著綻放的康乃馨，向辛苦養育他們長大的母親說出心中的感恩。希望藉由活潑趣味的團康遊戲暨感恩母親孝親活動，促進官兵家屬互動，增進彼此感情。</span></div>\r\n<div>\r\n\t\xa0</div>\r\n",2017-05-02 09:59:33
NULL,"<p>\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長宣達黃上士晉任命令"" src=""/mno/upload/images/IMG_7599.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t局長宣達黃上士晉任命令</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""黃上士授階"" src=""/mno/upload/images/IMG_7602.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t黃上士授階</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長與黃上士合影"" src=""/mno/upload/images/IMG_7620.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t局長與黃上士合影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""林下士授階"" src=""/mno/upload/images/IMG_6889.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t林下士授階</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長與林下士合影"" src=""/mno/upload/images/IMG_6891.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t局長與林下士合影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長暨各主管與黃上士合影"" src=""/mno/upload/images/IMG_7641.JPG"" style=""width: 600px; height: 400px;"" /><br />\r\n\t局長暨各主管與黃上士合影</span><br />\r\n\t\xa0</p>\r\n<p>\r\n\t<span style=""font-size:18px;"">本局日前舉辦106年5月份人員晉升典禮，由局長崔上校主持。局長致詞時期勉晉任人員黃英明上士及林俊村下士，階級的晉升不只是榮譽的象徵，也是國家對晉升人員工作表現的肯定，更是代表著責任的加重。局長更勉勵全體官兵勿忘低階時的理想與抱負，於工作上全力以赴。</span></p>\r\n",2017-05-05 16:29:55
NULL,"<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長崔上校主持106年精神動員精神大會"" src=""/mno/upload/images/20170506101423.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t局長崔上校主持106年精神動員精神大會</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""全體官兵於會後大合影"" src=""/mno/upload/images/20170506101436.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t全體官兵於會後大合影</span></p>\r\n<p>\r\n\t\xa0</p>\r\n<div>\r\n\t<span style=""font-size:18px;"">本局日前實施「106年精神戰力專案教育」精神動員大會，由局長崔上校主持。</span></div>\r\n<div>\r\n\t<span style=""font-size:18px;"">局長於大會中表示，官兵同仁應了解無形戰力是決定戰爭勝負的關鍵因素，並要求同仁共維軍紀安全、發揚「風雲審天機，蒼海探奧義」之精神，與本次專案教育主題「戮力戰訓本務、奠定鋼鐵勁旅」及「發揮聯戰效能、厚植國防戰力」相呼應。</span></div>\r\n<div>\r\n\t<span style=""font-size:18px;"">最後，崔局長率全體官兵齊聲高呼「大海人！戰力強！」，將本局精神戰力至最高點。</span></div>\r\n",2017-05-06 10:24:19
NULL,"<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長頒贈謝士督冠軍媽媽錦旗"" src=""/mno/upload/images/395229.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t局長頒贈謝士督冠軍媽媽錦旗</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長與本局冠軍媽媽們於緬梔樹下合影"" src=""/mno/upload/images/395231.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t局長與本局冠軍媽媽們於緬梔樹下合影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""冠軍媽媽以愛心手勢合影，共度歡樂母親節"" src=""/mno/upload/images/395232.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t冠軍媽媽以愛心手勢合影，共度歡樂母親節</span><br />\r\n\t\xa0</p>\r\n<p>\r\n\t<span style=""font-size:18px;"">為向「護國衛民、犧牲奉獻」的軍人媽媽們致敬，本局日前假青天營區辦理「冠軍媽媽，我愛您！」表揚慶祝活動，由局長崔上校主持，官兵計一百餘員參加。崔局長除致贈每位母親「冠軍媽媽」小錦旗乙幀及康乃馨乙朵，並在全體官兵同仁齊聲歡呼「冠軍媽媽，我愛您！」的喝采下與「冠軍媽媽」們合影留念，場面溫馨動人！</span></p>\r\n",2017-05-14 11:13:22
NULL,"<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長主持勤務隊軍歌驗收"" src=""/mno/upload/images/1060512軍歌驗收_170514_0001.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t局長主持勤務隊軍歌驗收</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""二兵洪佳伶接受個人軍歌驗收"" src=""/mno/upload/images/1060512軍歌驗收_170514_0006.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t二兵洪佳伶接受個人軍歌驗收</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長與各級幹部於勤務隊軍歌驗收後合影"" src=""/mno/upload/images/1060512軍歌驗收_170514_0004.jpg"" style=""width: 600px; height: 450px;"" /><br />\r\n\t局長與各級幹部於勤務隊軍歌驗收後合影</span><br />\r\n\t\xa0</p>\r\n<p>\r\n\t<span style=""font-size:18px;"">本局日前假青天營區實施「106年精神戰力專案教育」軍歌驗收，由局長崔上校主持。在氣象測量勤務隊隊長洪少校率領下，全體官兵精神抖擻地引吭高歌，充分展現「大海人」絕佳的團隊默契與壯盛軍容，亦將平日勤訓精練的成果，表現地鏗鏘有力，深獲崔局長及在場官兵之肯定。</span></p>\r\n",2017-05-14 11:28:11
NULL,"<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""黃上士與其母親相擁而泣"" src=""/mno/upload/images/DSCN7902.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t黃上士與其母親相擁而泣</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""黃上士與家人合影"" src=""/mno/upload/images/DSCN7906.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t黃上士與家人合影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長及各級幹部與黃上士家人合影"" src=""/mno/upload/images/DSCN7911.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t局長及各級幹部與黃上士家人合影</span><br />\r\n\t\xa0</p>\r\n<p style=""text-align: center;"">\r\n\t<span style=""font-size:18px;""><img alt=""局長歡迎黃科長光榮返國"" src=""/mno/upload/images/DSCN7918.JPG"" style=""width: 600px; height: 450px;"" /><br />\r\n\t局長歡迎黃科長光榮返國</span><br />\r\n\t\xa0</p>\r\n<p style=""margin: 0px 0px 6px; font-family: Helvetica, Arial, sans-serif; color: rgb(29, 33, 41); font-size: 15px;"">\r\n\t<span style=""font-size:18px;"">敦睦支隊順利完成任務歸國囉！<br />\r\n\t本局黃文嶺中校與黃震遜上士，圓滿完成任務。<br />\r\n\t崔局長率莊處長、謝士督代表本局至碼頭迎接黃科長、黃上士光榮返國。</span></p>\r\n",2017-05-19 16:23:41
